[2026-08-10T13:17:16.874Z] COMPANY: "20 Microns Limited" | QUERIES: ["20 Microns Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.511Z] COMPANY: "SKY GOLD AND DIAMONDS LIMITED" | QUERIES: ["SKY GOLD AND DIAMONDS LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.516Z] COMPANY: "Smartlink Holdings Limited" | QUERIES: ["Smartlink Holdings Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.519Z] COMPANY: "Smartworks Coworking Spaces Limited" | QUERIES: ["Smartworks Coworking Spaces Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.520Z] COMPANY: "SMC Global Securities Limited" | QUERIES: ["SMC Global Securities Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.522Z] COMPANY: "SML Mahindra Limited" | QUERIES: ["SML Mahindra Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.524Z] COMPANY: "Sarthak Metals Limited" | QUERIES: ["Sarthak Metals Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.525Z] COMPANY: "SMS Pharmaceuticals Limited" | QUERIES: ["SMS Pharmaceuticals Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.527Z] COMPANY: "Snowman Logistics Limited" | QUERIES: ["Snowman Logistics Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.529Z] COMPANY: "Sobha Limited" | QUERIES: ["Sobha Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.533Z] COMPANY: "Softtech Engineers Limited" | QUERIES: ["Softtech Engineers Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.534Z] COMPANY: "Solara Active Pharma Sciences Limited" | QUERIES: ["Solara Active Pharma Sciences Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.536Z] COMPANY: "Solar Industries India Limited" | QUERIES: ["Solar Industries India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.536Z] COMPANY: "Solarworld Energy Solutions Limited" | QUERIES: ["Solarworld Energy Solutions Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.541Z] COMPANY: "Solex Energy Limited" | QUERIES: ["Solex Energy Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.541Z] COMPANY: "Somany Ceramics Limited" | QUERIES: ["Somany Ceramics Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.544Z] COMPANY: "Soma Textiles & Industries Limited" | QUERIES: ["Soma Textiles & Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.545Z] COMPANY: "Somi Conveyor Beltings Limited" | QUERIES: ["Somi Conveyor Beltings Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.547Z] COMPANY: "Sona BLW Precision Forgings Limited" | QUERIES: ["Sona BLW Precision Forgings Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.549Z] COMPANY: "Sonal Mercantile Limited" | QUERIES: ["Sonal Mercantile Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.550Z] COMPANY: "SONAM LIMITED" | QUERIES: ["SONAM LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.552Z] COMPANY: "Sonata Software Limited" | QUERIES: ["Sonata Software Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.553Z] COMPANY: "Savita Oil Technologies Limited" | QUERIES: ["Savita Oil Technologies Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.555Z] COMPANY: "The South Indian Bank Limited" | QUERIES: ["The South Indian Bank Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.556Z] COMPANY: "South West Pinnacle Exploration Limited" | QUERIES: ["South West Pinnacle Exploration Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.558Z] COMPANY: "S. P. Apparels Limited" | QUERIES: ["S. P. Apparels Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.560Z] COMPANY: "Spandana Sphoorty Financial Limited" | QUERIES: ["Spandana Sphoorty Financial Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.566Z] COMPANY: "Sun Pharma Advanced Research Company Limited" | QUERIES: ["Sun Pharma Advanced Research Company Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.569Z] COMPANY: "Spacenet Enterprises India Limited" | QUERIES: ["Spacenet Enterprises India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.573Z] COMPANY: "Speciality Restaurants Limited" | QUERIES: ["Speciality Restaurants Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.576Z] COMPANY: "Spectrum Electrical Industries Limited" | QUERIES: ["Spectrum Electrical Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.577Z] COMPANY: "Spencer's Retail Limited" | QUERIES: ["Spencer's Retail Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.580Z] COMPANY: "Southern Petrochemicals Industries Corporation  Limited" | QUERIES: ["Southern Petrochemicals Industries Corporation  Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.584Z] COMPANY: "SPL Industries Limited" | QUERIES: ["SPL Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.587Z] COMPANY: "Supreme Petrochem Limited" | QUERIES: ["Supreme Petrochem Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.588Z] COMPANY: "SPML Infra Limited" | QUERIES: ["SPML Infra Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.591Z] COMPANY: "Sportking India Limited" | QUERIES: ["Sportking India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.594Z] COMPANY: "Shankar Lal Rampal Dye-Chem Limited" | QUERIES: ["Shankar Lal Rampal Dye-Chem Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.596Z] COMPANY: "Sreeleathers Limited" | QUERIES: ["Sreeleathers Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.600Z] COMPANY: "SRF Limited" | QUERIES: ["SRF Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.604Z] COMPANY: "SRG Housing Finance Limited" | QUERIES: ["SRG Housing Finance Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.609Z] COMPANY: "Sree Rayalaseema Hi-Strength Hypo Limited" | QUERIES: ["Sree Rayalaseema Hi-Strength Hypo Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.613Z] COMPANY: "SRM Contractors Limited" | QUERIES: ["SRM Contractors Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.614Z] COMPANY: "Shree Ram Twistex Limited" | QUERIES: ["Shree Ram Twistex Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.617Z] COMPANY: "Saraswati Saree Depot Limited" | QUERIES: ["Saraswati Saree Depot Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.620Z] COMPANY: "Steel Strips Wheels Limited" | QUERIES: ["Steel Strips Wheels Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.623Z] COMPANY: "Stallion India Fluorochemicals Limited" | QUERIES: ["Stallion India Fluorochemicals Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.625Z] COMPANY: "Stanley Lifestyles Limited" | QUERIES: ["Stanley Lifestyles Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.628Z] COMPANY: "Strides Pharma Science Limited" | QUERIES: ["Strides Pharma Science Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.629Z] COMPANY: "Star Cement Limited" | QUERIES: ["Star Cement Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.630Z] COMPANY: "Star Health and Allied Insurance Company Limited" | QUERIES: ["Star Health and Allied Insurance Company Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.633Z] COMPANY: "Star Paper Mills Limited" | QUERIES: ["Star Paper Mills Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.634Z] COMPANY: "Starteck Finance Limited" | QUERIES: ["Starteck Finance Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.635Z] COMPANY: "The State Trading Corporation of India Limited" | QUERIES: ["The State Trading Corporation of India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.642Z] COMPANY: "Steelcast Limited" | QUERIES: ["Steelcast Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.648Z] COMPANY: "Steel City Securities Limited" | QUERIES: ["Steel City Securities Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.650Z] COMPANY: "STEEL EXCHANGE INDIA LIMITED" | QUERIES: ["STEEL EXCHANGE INDIA LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.653Z] COMPANY: "Stel Holdings Limited" | QUERIES: ["Stel Holdings Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.656Z] COMPANY: "Sterling Tools Limited" | QUERIES: ["Sterling Tools Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.658Z] COMPANY: "STL Networks Limited" | QUERIES: ["STL Networks Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.659Z] COMPANY: "Sterlite Technologies Limited" | QUERIES: ["Sterlite Technologies Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.668Z] COMPANY: "Stove Kraft Limited" | QUERIES: ["Stove Kraft Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.673Z] COMPANY: "Studds Accessories Limited" | QUERIES: ["Studds Accessories Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.678Z] COMPANY: "Seshaasai Technologies Limited" | QUERIES: ["Seshaasai Technologies Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.679Z] COMPANY: "Stylam Industries Limited" | QUERIES: ["Stylam Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.683Z] COMPANY: "Baazar Style Retail Limited" | QUERIES: ["Baazar Style Retail Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.690Z] COMPANY: "Styrenix Performance Materials Limited" | QUERIES: ["Styrenix Performance Materials Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.697Z] COMPANY: "Subex Limited" | QUERIES: ["Subex Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.698Z] COMPANY: "Subros Limited" | QUERIES: ["Subros Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.701Z] COMPANY: "Sudarshan Colorants India Limited" | QUERIES: ["Sudarshan Colorants India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.708Z] COMPANY: "Sudarshan Chemical Industries Limited" | QUERIES: ["Sudarshan Chemical Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.713Z] COMPANY: "Sudeep Pharma Limited" | QUERIES: ["Sudeep Pharma Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.721Z] COMPANY: "Sukhjit Starch & Chemicals Limited" | QUERIES: ["Sukhjit Starch & Chemicals Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.724Z] COMPANY: "Sula Vineyards Limited" | QUERIES: ["Sula Vineyards Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.730Z] COMPANY: "Sumeet Industries Limited" | QUERIES: ["Sumeet Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.738Z] COMPANY: "Sumitomo Chemical India Limited" | QUERIES: ["Sumitomo Chemical India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.742Z] COMPANY: "Sumit Woods Limited" | QUERIES: ["Sumit Woods Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.747Z] COMPANY: "Summit Securities Limited" | QUERIES: ["Summit Securities Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.748Z] COMPANY: "Sundaram Clayton Limited" | QUERIES: ["Sundaram Clayton Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.750Z] COMPANY: "Sundaram Multi Pap Limited" | QUERIES: ["Sundaram Multi Pap Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.751Z] COMPANY: "Sundaram Finance Limited" | QUERIES: ["Sundaram Finance Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.752Z] COMPANY: "Sundaram Brake Linings Limited" | QUERIES: ["Sundaram Brake Linings Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.754Z] COMPANY: "Sundram Fasteners Limited" | QUERIES: ["Sundram Fasteners Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.755Z] COMPANY: "Sundrop Brands Limited" | QUERIES: ["Sundrop Brands Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.756Z] COMPANY: "Sunflag Iron And Steel Company Limited" | QUERIES: ["Sunflag Iron And Steel Company Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.758Z] COMPANY: "Sun Pharmaceutical Industries Limited" | QUERIES: ["Sun Pharmaceutical Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.759Z] COMPANY: "Sunteck Realty Limited" | QUERIES: ["Sunteck Realty Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.761Z] COMPANY: "Sun TV Network Limited" | QUERIES: ["Sun TV Network Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.764Z] COMPANY: "Superhouse Limited" | QUERIES: ["Superhouse Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.767Z] COMPANY: "Super Spinning Mills Limited" | QUERIES: ["Super Spinning Mills Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.769Z] COMPANY: "Suprajit Engineering Limited" | QUERIES: ["Suprajit Engineering Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.771Z] COMPANY: "Supreme Holdings & Hospitality (India) Limited" | QUERIES: ["Supreme Holdings & Hospitality (India) Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.773Z] COMPANY: "Supreme Engineering Limited" | QUERIES: ["Supreme Engineering Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.774Z] COMPANY: "Supreme Industries Limited" | QUERIES: ["Supreme Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.775Z] COMPANY: "Supreme Infrastructure India Limited" | QUERIES: ["Supreme Infrastructure India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.777Z] COMPANY: "Supriya Lifescience Limited" | QUERIES: ["Supriya Lifescience Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.779Z] COMPANY: "Suraj Estate Developers Limited" | QUERIES: ["Suraj Estate Developers Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.780Z] COMPANY: "Suraj Limited" | QUERIES: ["Suraj Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.783Z] COMPANY: "Suraksha Diagnostic Limited" | QUERIES: ["Suraksha Diagnostic Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.786Z] COMPANY: "Surana Solar Limited" | QUERIES: ["Surana Solar Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.788Z] COMPANY: "Surana Telecom and Power Limited" | QUERIES: ["Surana Telecom and Power Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.792Z] COMPANY: "Suryalata Spinning Mills Limited" | QUERIES: ["Suryalata Spinning Mills Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.794Z] COMPANY: "Suryalakshmi Cotton Mills Limited" | QUERIES: ["Suryalakshmi Cotton Mills Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.796Z] COMPANY: "Surya Roshni Limited" | QUERIES: ["Surya Roshni Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.798Z] COMPANY: "Suryoday Small Finance Bank Limited" | QUERIES: ["Suryoday Small Finance Bank Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.799Z] COMPANY: "Sutlej Textiles and Industries Limited" | QUERIES: ["Sutlej Textiles and Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.801Z] COMPANY: "Suven Life Sciences Limited" | QUERIES: ["Suven Life Sciences Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.802Z] COMPANY: "Suvidhaa Infoserve Limited" | QUERIES: ["Suvidhaa Infoserve Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.804Z] COMPANY: "Suyog Telematics Limited" | QUERIES: ["Suyog Telematics Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.804Z] COMPANY: "Suzlon Energy Limited" | QUERIES: ["Suzlon Energy Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:22.807Z] COMPANY: "Shree Vasu Logistics Limited" | QUERIES: ["Shree Vasu Logistics Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
